Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,Dyfed-Powys Police,135,0,0,0,0,17,1,0,5,1,0,0
2011-09,Dyfed-Powys Police,134,12,1,9,25,94,21,12,8,13,4,2
2011-09,Dyfed-Powys Police,115,2,0,0,2,12,2,0,1,1,0,0
2011-09,Dyfed-Powys Police,128,0,0,0,0,7,1,0,0,0,1,1
2011-09,Dyfed-Powys Police,117,1,0,1,0,9,2,0,3,3,3,0
2011-09,Dyfed-Powys Police,116,2,0,5,18,96,18,4,8,11,3,2
2011-09,Dyfed-Powys Police,111,0,0,4,3,10,1,1,4,1,0,1
2011-09,Dyfed-Powys Police,110,16,0,3,27,194,32,21,32,13,12,4
2011-09,Dyfed-Powys Police,113,1,0,0,3,41,9,3,5,3,1,0
2011-09,Dyfed-Powys Police,112,2,0,1,2,15,3,0,5,2,0,1
2011-09,Dyfed-Powys Police,139,3,0,1,0,10,3,0,2,0,0,1
2011-09,Dyfed-Powys Police,138,1,0,0,3,37,2,2,2,1,1,1
2011-09,Dyfed-Powys Police,119,3,0,0,6,24,2,1,1,3,6,1
2011-09,Dyfed-Powys Police,118,1,0,0,8,6,4,0,3,1,0,0
2011-09,Dyfed-Powys Police,129,0,0,2,2,13,1,1,0,4,2,2
2011-09,Dyfed-Powys Police,146,2,0,0,1,14,1,0,3,0,0,1
2011-09,Dyfed-Powys Police,147,1,0,1,6,61,12,4,1,7,1,3
2011-09,Dyfed-Powys Police,144,2,0,3,10,41,8,2,2,2,5,1
2011-09,Dyfed-Powys Police,145,0,0,1,1,10,3,1,4,1,3,1
2011-09,Dyfed-Powys Police,142,0,0,2,1,4,2,0,0,2,0,0
2011-09,Dyfed-Powys Police,143,4,0,2,6,26,6,0,11,4,0,0
2011-09,Dyfed-Powys Police,140,4,0,0,1,14,4,0,4,0,1,0
2011-09,Dyfed-Powys Police,141,0,0,1,1,14,2,0,0,0,0,0
2011-09,Dyfed-Powys Police,148,0,0,0,2,13,0,0,0,1,0,0
2011-09,Dyfed-Powys Police,149,2,0,4,2,35,8,3,5,16,3,0
2011-09,Dyfed-Powys Police,120,2,1,0,0,6,0,0,3,1,0,1
2011-09,Dyfed-Powys Police,121,4,0,1,11,32,6,5,2,7,1,2
2011-09,Dyfed-Powys Police,122,2,0,0,3,23,4,1,4,1,0,0
2011-09,Dyfed-Powys Police,123,8,0,6,21,148,15,4,11,13,5,1
2011-09,Dyfed-Powys Police,124,14,1,11,34,200,37,22,17,27,12,9
2011-09,Dyfed-Powys Police,125,1,0,1,2,14,2,0,4,1,0,0
2011-09,Dyfed-Powys Police,126,0,0,0,2,13,0,0,3,0,0,1
2011-09,Dyfed-Powys Police,127,3,0,2,2,14,1,0,5,0,2,0
2011-09,Dyfed-Powys Police,102,0,0,0,13,93,11,5,12,11,4,3
2011-09,Dyfed-Powys Police,103,9,0,9,29,193,14,6,13,37,5,2
2011-09,Dyfed-Powys Police,100,0,0,0,3,20,3,0,3,1,0,1
2011-09,Dyfed-Powys Police,101,2,0,2,3,10,2,0,2,2,0,1
2011-09,Dyfed-Powys Police,106,2,0,1,2,19,0,1,2,0,1,0
2011-09,Dyfed-Powys Police,107,1,0,1,1,9,3,0,3,2,1,1
2011-09,Dyfed-Powys Police,104,1,0,2,1,8,1,0,2,4,0,0
2011-09,Dyfed-Powys Police,105,7,0,2,2,48,10,2,7,7,6,2
2011-09,Dyfed-Powys Police,133,1,0,2,3,22,2,0,3,6,2,2
2011-09,Dyfed-Powys Police,132,1,0,0,3,25,2,3,5,1,0,1
2011-09,Dyfed-Powys Police,108,1,0,0,4,35,10,2,0,9,6,0
2011-09,Dyfed-Powys Police,131,9,0,0,18,121,18,15,7,9,3,0
2011-09,Dyfed-Powys Police,130,0,0,0,7,42,8,0,6,0,0,2
2011-09,Dyfed-Powys Police,137,4,0,7,10,73,16,4,5,6,1,0
2011-09,Dyfed-Powys Police,136,1,0,6,5,62,14,1,4,3,0,0
