Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,North Yorkshire Police,harrogate-town,20,1,10,20,182,28,32,36,8,3,3
2011-09,North Yorkshire Police,richmond-and-catterick,8,0,3,20,161,10,7,27,4,6,6
2011-09,North Yorkshire Police,york-west,48,2,35,41,320,51,23,68,22,9,7
2011-09,North Yorkshire Police,ryedale,18,0,13,24,147,47,5,27,14,9,5
2011-09,North Yorkshire Police,the-dales,5,0,8,6,64,11,3,5,1,3,2
2011-09,North Yorkshire Police,harrogate-outer,31,0,16,18,177,32,20,33,7,5,9
2011-09,North Yorkshire Police,skipton-town,3,0,3,10,68,10,12,7,11,6,0
2011-09,North Yorkshire Police,thirsk-and-easingwold,13,0,4,12,131,12,2,11,2,5,3
2011-09,North Yorkshire Police,craven-rural,13,0,10,9,76,17,1,19,8,2,12
2011-09,North Yorkshire Police,york-city-and-east,18,4,10,65,340,40,51,97,14,23,4
2011-09,North Yorkshire Police,filey-and-eastfield,17,0,21,22,165,26,0,29,3,3,2
2011-09,North Yorkshire Police,northallerton-and-stokesley,43,0,18,20,137,37,7,36,6,5,6
2011-09,North Yorkshire Police,selby-town,9,0,11,24,127,16,5,24,13,11,5
2011-09,North Yorkshire Police,whitby,9,0,1,20,131,17,4,15,4,6,3
2011-09,North Yorkshire Police,knaresborough-and-boroughbridge,31,0,22,14,111,21,3,28,12,3,4
2011-09,North Yorkshire Police,scarborough,13,5,21,56,439,57,42,67,13,13,14
2011-09,North Yorkshire Police,selby-rural,45,0,21,21,170,28,3,37,17,4,3
2011-09,North Yorkshire Police,york-north,82,0,22,53,357,53,35,79,9,12,7
2011-09,North Yorkshire Police,ripon-and-pateley-bridge,8,1,3,18,115,30,6,17,10,4,2
