Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-11,Greater Manchester Police,Q1,84,11,44,157,479,144,44,98,66,47,29
2011-11,Greater Manchester Police,Q2,116,11,65,110,479,121,38,109,18,15,22
2011-11,Greater Manchester Police,K3,93,9,92,98,302,115,22,90,26,16,21
2011-11,Greater Manchester Police,K2,130,4,82,108,316,139,41,159,39,30,41
2011-11,Greater Manchester Police,K1,66,6,33,108,237,77,89,108,27,50,27
2011-11,Greater Manchester Police,M1,48,12,39,86,259,100,85,89,46,33,37
2011-11,Greater Manchester Police,M2,87,16,38,79,275,95,60,72,40,19,31
2011-11,Greater Manchester Police,G2,100,15,53,106,479,139,62,74,25,15,27
2011-11,Greater Manchester Police,G1,94,15,72,143,485,126,69,103,35,44,27
2011-11,Greater Manchester Police,I1,0,0,12,8,26,1,5,22,2,13,14
2011-11,Greater Manchester Police,A1,65,37,57,143,329,64,147,517,43,40,29
2011-11,Greater Manchester Police,A3,127,23,55,123,339,104,40,98,58,31,25
2011-11,Greater Manchester Police,A2,137,40,96,156,475,150,49,75,69,22,44
2011-11,Greater Manchester Police,E4,60,16,39,136,316,110,31,52,29,40,18
2011-11,Greater Manchester Police,E1,89,48,38,116,313,71,40,151,54,43,19
2011-11,Greater Manchester Police,E3,78,14,47,65,215,76,29,51,21,22,23
2011-11,Greater Manchester Police,E2,105,15,39,102,223,63,31,60,47,17,38
2011-11,Greater Manchester Police,P2,104,2,43,79,325,109,16,47,20,25,35
2011-11,Greater Manchester Police,P3,80,10,40,92,337,113,33,64,19,18,38
2011-11,Greater Manchester Police,P1,66,8,31,82,260,80,34,56,17,27,27
2011-11,Greater Manchester Police,L2,100,6,79,101,613,194,52,131,46,28,33
2011-11,Greater Manchester Police,L1,103,11,89,125,514,176,76,86,19,33,31
2011-11,Greater Manchester Police,N1,76,12,51,96,260,94,56,101,25,26,13
2011-11,Greater Manchester Police,N2,58,9,80,56,252,77,18,65,18,17,21
2011-11,Greater Manchester Police,F1,108,21,90,168,484,176,50,120,86,48,41
2011-11,Greater Manchester Police,F2,91,14,129,109,451,159,29,116,72,33,39
2011-11,Greater Manchester Police,J1,77,16,67,101,324,126,72,105,25,24,33
2011-11,Greater Manchester Police,J2,78,10,62,85,279,82,16,70,16,11,34
2011-11,Greater Manchester Police,J3,101,9,84,65,273,71,43,80,15,18,30
