Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-12,Police Service of Northern Ireland,Carrickfergus,9,7,3,33,86,33,4,19,5,2,7
2011-12,Police Service of Northern Ireland,Castlereagh,8,0,3,13,48,19,3,5,5,2,2
2011-12,Police Service of Northern Ireland,Rural West,13,3,3,9,5,7,0,7,0,1,5
2011-12,Police Service of Northern Ireland,Bush,0,0,0,3,15,6,0,1,0,0,1
2011-12,Police Service of Northern Ireland,South Armagh,18,4,5,35,20,16,0,18,2,1,3
2011-12,Police Service of Northern Ireland,Dunmurry,17,2,4,35,90,21,1,10,4,5,3
2011-12,Police Service of Northern Ireland,Downpatrick,13,0,8,32,43,22,4,16,10,6,1
2011-12,Police Service of Northern Ireland,Lisburn Rural,16,3,11,26,35,14,1,7,1,1,10
2011-12,Police Service of Northern Ireland,Ballymoney Town,2,0,0,14,21,17,3,4,0,4,3
2011-12,Police Service of Northern Ireland,York Road,49,11,14,76,119,69,8,39,9,5,8
2011-12,Police Service of Northern Ireland,Coleraine Coastal,17,2,1,47,48,22,1,16,8,2,2
2011-12,Police Service of Northern Ireland,Dromore,1,0,2,7,14,6,1,4,0,1,1
2011-12,Police Service of Northern Ireland,Lurgan,25,0,5,78,74,36,4,17,9,3,4
2011-12,Police Service of Northern Ireland,Foyle City Centre,6,7,7,93,90,27,25,28,3,4,2
2011-12,Police Service of Northern Ireland,Foyle City North,7,1,11,36,56,25,0,23,3,2,2
2011-12,Police Service of Northern Ireland,Larne Lough,2,0,3,0,8,1,0,1,0,1,0
2011-12,Police Service of Northern Ireland,Bann,3,0,1,6,6,2,0,6,2,0,0
2011-12,Police Service of Northern Ireland,Cookstown Rural,5,0,4,18,19,12,0,5,3,2,3
2011-12,Police Service of Northern Ireland,Coleraine Rural,1,0,0,7,7,3,1,8,0,0,1
2011-12,Police Service of Northern Ireland,Laganbank,34,15,34,109,153,56,13,54,10,4,6
2011-12,Police Service of Northern Ireland,Carryduff,3,0,1,10,22,6,0,7,5,0,1
2011-12,Police Service of Northern Ireland,Rural East,9,0,1,23,12,13,0,8,1,0,4
2011-12,Police Service of Northern Ireland,Cushendall,1,0,0,3,2,0,0,1,0,0,1
2011-12,Police Service of Northern Ireland,Coleraine Town,7,0,5,66,102,37,8,27,9,6,8
2011-12,Police Service of Northern Ireland,Holywood,2,0,5,7,26,5,2,3,2,0,2
2011-12,Police Service of Northern Ireland,Macedon,7,2,8,21,20,9,11,5,3,1,7
2011-12,Police Service of Northern Ireland,Rathfriland,6,0,2,4,8,4,0,1,0,0,0
2011-12,Police Service of Northern Ireland,Peninsula,8,3,3,23,53,13,3,2,0,3,2
2011-12,Police Service of Northern Ireland,Crumlin,4,0,2,8,19,6,1,10,0,0,3
2011-12,Police Service of Northern Ireland,Larne Town,7,1,2,12,26,9,0,2,0,3,0
2011-12,Police Service of Northern Ireland,Larne Coastal Road,2,1,1,9,15,6,0,3,1,2,0
2011-12,Police Service of Northern Ireland,Castlederg,2,0,2,11,22,4,0,1,0,1,0
2011-12,Police Service of Northern Ireland,Ballyclare,6,0,1,11,44,9,1,7,0,1,2
2011-12,Police Service of Northern Ireland,Newry City,20,0,12,86,95,36,24,32,11,6,3
2011-12,Police Service of Northern Ireland,Victoria,15,1,6,21,42,16,1,8,7,5,11
2011-12,Police Service of Northern Ireland,Maghera,10,0,3,15,27,7,1,5,1,2,1
2011-12,Police Service of Northern Ireland,Strabane,2,1,5,48,56,14,11,11,1,1,5
2011-12,Police Service of Northern Ireland,Ballymena North,1,0,2,20,33,18,3,8,1,0,4
2011-12,Police Service of Northern Ireland,Banbridge,12,0,1,37,56,31,5,12,2,0,0
2011-12,Police Service of Northern Ireland,Limavady Rural,8,0,1,17,27,11,0,10,2,0,2
2011-12,Police Service of Northern Ireland,Fermanagh South,1,3,1,11,25,4,2,2,0,0,2
2011-12,Police Service of Northern Ireland,Tennent Street,33,8,25,84,127,61,5,21,16,9,8
2011-12,Police Service of Northern Ireland,Comber,6,0,3,19,21,5,1,8,3,1,2
2011-12,Police Service of Northern Ireland,Fermanagh North,2,0,1,10,18,11,0,7,1,0,5
2011-12,Police Service of Northern Ireland,Randalstown,3,0,2,14,7,8,0,6,1,0,1
2011-12,Police Service of Northern Ireland,South Down,15,0,6,35,40,13,1,5,6,3,2
2011-12,Police Service of Northern Ireland,Lisburn City,30,1,7,42,156,41,33,28,18,6,8
2011-12,Police Service of Northern Ireland,Omagh Rural,3,1,0,13,5,5,0,1,2,1,0
2011-12,Police Service of Northern Ireland,Omagh Urban,9,0,5,57,82,26,12,23,13,1,5
2011-12,Police Service of Northern Ireland,Central,22,12,20,138,190,32,113,98,8,8,9
2011-12,Police Service of Northern Ireland,Magherafelt,5,0,0,41,49,16,3,12,3,3,2
