Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,Northamptonshire Police,SCT112,9,0,7,8,32,8,4,17,3,1,1
2011-09,Northamptonshire Police,SCT141,18,2,24,38,137,32,10,28,9,7,12
2011-09,Northamptonshire Police,SCT164,74,5,63,77,308,67,28,49,14,5,20
2011-09,Northamptonshire Police,SCT152,12,2,10,12,56,12,3,22,1,2,6
2011-09,Northamptonshire Police,SCT165,52,4,31,85,311,61,34,64,5,11,13
2011-09,Northamptonshire Police,SCT151,38,0,18,36,129,27,8,32,6,5,19
2011-09,Northamptonshire Police,SCT101,7,0,13,6,40,13,1,11,1,0,4
2011-09,Northamptonshire Police,SCT103,15,2,18,28,91,21,4,13,0,0,6
2011-09,Northamptonshire Police,SCT102,12,2,6,29,183,30,25,30,1,5,9
2011-09,Northamptonshire Police,SCT163,50,9,52,92,284,79,36,61,7,6,9
2011-09,Northamptonshire Police,SCT162,30,4,30,100,329,42,50,109,26,36,24
2011-09,Northamptonshire Police,SCT111,49,5,23,95,334,101,32,63,33,20,13
2011-09,Northamptonshire Police,SCT122,22,0,13,25,132,52,6,34,5,2,5
2011-09,Northamptonshire Police,SCT121,37,11,19,93,265,91,35,59,10,8,16
2011-09,Northamptonshire Police,SCT142,45,1,42,31,116,30,6,47,5,2,23
2011-09,Northamptonshire Police,SCT131,55,3,35,89,287,59,33,64,16,15,17
2011-09,Northamptonshire Police,SCT132,22,3,8,13,85,9,4,22,1,1,8
