Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-11,Gloucestershire Constabulary,FA9,12,0,3,3,15,7,3,2,0,1,2
2011-11,Gloucestershire Constabulary,CB2,5,0,4,6,19,6,1,3,0,0,1
2011-11,Gloucestershire Constabulary,CB3,2,0,2,3,19,6,2,4,0,0,0
2011-11,Gloucestershire Constabulary,CB1,3,0,1,3,11,2,0,2,0,0,0
2011-11,Gloucestershire Constabulary,CB4,15,0,5,9,63,12,7,16,8,5,1
2011-11,Gloucestershire Constabulary,AB1,11,0,14,0,18,4,0,0,0,0,1
2011-11,Gloucestershire Constabulary,AB2,20,1,2,35,151,20,41,56,9,13,10
2011-11,Gloucestershire Constabulary,AB3,9,1,8,4,10,6,0,6,0,1,1
2011-11,Gloucestershire Constabulary,AB4,14,0,3,3,22,7,0,7,1,0,0
2011-11,Gloucestershire Constabulary,AB5,34,1,5,11,22,9,6,13,12,1,10
2011-11,Gloucestershire Constabulary,AB6,8,0,2,2,26,7,1,4,1,1,0
2011-11,Gloucestershire Constabulary,AB7,8,0,2,8,25,8,6,7,1,2,3
2011-11,Gloucestershire Constabulary,BB7,18,1,9,9,46,12,1,12,0,3,1
2011-11,Gloucestershire Constabulary,BB6,9,2,3,6,27,4,2,9,1,1,1
2011-11,Gloucestershire Constabulary,BB5,6,2,10,4,47,12,6,4,0,3,4
2011-11,Gloucestershire Constabulary,BB4,4,0,6,3,30,26,4,11,1,0,2
2011-11,Gloucestershire Constabulary,BB3,5,1,7,8,82,8,7,14,1,1,5
2011-11,Gloucestershire Constabulary,BB2,8,1,6,7,43,12,2,7,0,2,4
2011-11,Gloucestershire Constabulary,BB1,2,0,8,4,22,2,0,17,0,2,0
2011-11,Gloucestershire Constabulary,FA8,4,0,1,2,5,3,0,1,0,0,0
2011-11,Gloucestershire Constabulary,FA1,8,0,4,3,6,2,0,5,0,0,1
2011-11,Gloucestershire Constabulary,FA2,2,0,2,5,5,1,1,9,0,0,1
2011-11,Gloucestershire Constabulary,FA3,5,0,4,2,6,2,3,3,1,0,1
2011-11,Gloucestershire Constabulary,BB8,17,0,5,11,33,6,2,7,3,1,2
2011-11,Gloucestershire Constabulary,FA6,7,1,9,17,64,20,4,18,5,5,4
2011-11,Gloucestershire Constabulary,FA7,2,0,1,1,9,3,0,3,0,0,0
2011-11,Gloucestershire Constabulary,FA4,10,0,6,5,14,3,1,4,1,1,0
2011-11,Gloucestershire Constabulary,FA5,16,0,3,4,15,4,0,2,0,1,0
2011-11,Gloucestershire Constabulary,DA4,3,0,5,0,3,3,0,1,0,0,0
2011-11,Gloucestershire Constabulary,DA5,9,0,0,4,4,3,0,1,0,1,1
2011-11,Gloucestershire Constabulary,DA6,11,1,8,8,35,9,0,3,1,0,4
2011-11,Gloucestershire Constabulary,DA7,7,1,8,4,32,10,1,3,2,1,3
2011-11,Gloucestershire Constabulary,DA1,9,1,6,13,79,35,8,28,2,2,4
2011-11,Gloucestershire Constabulary,DA2,4,0,5,0,10,1,4,4,1,0,0
2011-11,Gloucestershire Constabulary,DA3,3,0,7,3,27,12,1,9,2,3,3
2011-11,Gloucestershire Constabulary,EA1,13,0,6,3,21,5,5,12,1,3,0
2011-11,Gloucestershire Constabulary,EA3,7,1,5,17,70,9,2,5,8,0,1
2011-11,Gloucestershire Constabulary,EA2,5,0,19,16,59,11,6,10,1,1,6
2011-11,Gloucestershire Constabulary,EA5,1,1,0,1,13,3,0,0,0,0,0
2011-11,Gloucestershire Constabulary,EA4,5,0,2,8,50,8,4,7,3,2,1
2011-11,Gloucestershire Constabulary,BA4,20,8,8,25,101,24,10,17,13,3,2
2011-11,Gloucestershire Constabulary,BA2,1,0,2,4,16,2,7,8,0,2,0
2011-11,Gloucestershire Constabulary,BA3,13,0,10,14,87,17,2,12,0,2,3
2011-11,Gloucestershire Constabulary,BA1,21,4,11,41,176,19,43,75,5,12,10
2011-11,Gloucestershire Constabulary,CA3,4,0,3,3,26,9,3,4,3,3,1
2011-11,Gloucestershire Constabulary,CA2,10,0,3,8,39,9,0,8,2,1,1
2011-11,Gloucestershire Constabulary,CA1,12,0,25,29,134,35,16,18,16,8,4
2011-11,Gloucestershire Constabulary,CA4,9,0,4,11,50,13,0,5,3,3,3
2011-11,Gloucestershire Constabulary,AA5,12,0,5,4,22,14,0,2,0,0,1
2011-11,Gloucestershire Constabulary,AA4,14,0,4,3,18,9,8,4,5,3,1
2011-11,Gloucestershire Constabulary,AA7,10,1,11,5,32,8,1,3,2,1,1
2011-11,Gloucestershire Constabulary,AA6,17,0,4,4,11,1,1,11,1,0,1
2011-11,Gloucestershire Constabulary,AA1,16,1,9,9,40,12,1,6,4,2,0
2011-11,Gloucestershire Constabulary,AA3,37,1,10,19,40,11,7,9,8,4,7
2011-11,Gloucestershire Constabulary,AA2,6,0,1,9,11,3,0,1,1,1,1
