Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,Police Service of Northern Ireland,Carrickfergus,12,1,4,36,97,28,4,9,4,2,1
2011-09,Police Service of Northern Ireland,Coleraine Coastal,15,1,1,40,59,17,0,11,3,1,3
2011-09,Police Service of Northern Ireland,Rural West,9,3,4,15,17,7,0,8,1,0,0
2011-09,Police Service of Northern Ireland,South Armagh,20,2,9,35,24,17,0,8,3,2,1
2011-09,Police Service of Northern Ireland,Dunmurry,14,1,5,48,96,43,2,13,5,4,2
2011-09,Police Service of Northern Ireland,Downpatrick,11,0,7,34,65,14,4,17,7,3,5
2011-09,Police Service of Northern Ireland,Lisburn Rural,30,1,5,16,47,13,3,16,0,2,6
2011-09,Police Service of Northern Ireland,Ballymoney Town,2,0,0,16,34,10,1,7,1,1,6
2011-09,Police Service of Northern Ireland,York Road,38,4,20,60,220,77,24,21,16,15,6
2011-09,Police Service of Northern Ireland,Castlereagh,5,0,4,27,90,23,4,10,4,2,6
2011-09,Police Service of Northern Ireland,Dromore,2,0,1,5,23,6,0,4,0,0,2
2011-09,Police Service of Northern Ireland,Lurgan,20,0,3,61,103,39,10,18,10,8,7
2011-09,Police Service of Northern Ireland,Foyle City Centre,7,2,7,89,103,18,18,21,2,6,4
2011-09,Police Service of Northern Ireland,Foyle City North,8,1,7,29,86,31,1,10,1,8,2
2011-09,Police Service of Northern Ireland,Bush,4,0,1,5,16,5,0,5,2,11,0
2011-09,Police Service of Northern Ireland,Bann,3,0,2,6,14,1,0,3,1,2,2
2011-09,Police Service of Northern Ireland,Cookstown Rural,5,0,1,11,26,6,1,7,1,0,2
2011-09,Police Service of Northern Ireland,Coleraine Rural,0,0,0,3,14,5,2,3,0,1,2
2011-09,Police Service of Northern Ireland,Laganbank,37,9,35,132,309,96,12,77,11,7,4
2011-09,Police Service of Northern Ireland,Rural East,14,1,6,23,16,11,2,8,2,1,0
2011-09,Police Service of Northern Ireland,Holywood,11,0,5,3,37,4,1,6,2,1,1
2011-09,Police Service of Northern Ireland,Coleraine Town,5,0,3,68,163,31,7,15,3,2,6
2011-09,Police Service of Northern Ireland,Clogher Valley,12,0,3,4,20,6,0,1,0,0,3
2011-09,Police Service of Northern Ireland,Macedon,9,2,5,36,49,21,9,3,5,0,3
2011-09,Police Service of Northern Ireland,Rathfriland,1,0,1,12,12,10,0,0,1,0,0
2011-09,Police Service of Northern Ireland,Maghera,4,0,2,17,34,8,1,8,2,4,5
2011-09,Police Service of Northern Ireland,Crumlin,5,0,3,21,22,9,2,6,1,0,1
2011-09,Police Service of Northern Ireland,Cookstown Urban,7,0,3,45,73,16,3,6,6,2,3
2011-09,Police Service of Northern Ireland,Larne Coastal Road,2,0,2,5,14,3,0,5,0,1,1
2011-09,Police Service of Northern Ireland,Portadown,12,1,3,67,87,34,14,19,8,7,6
2011-09,Police Service of Northern Ireland,Ballyclare,3,0,6,9,31,12,1,10,3,0,3
2011-09,Police Service of Northern Ireland,Newry City,15,1,6,65,90,44,21,15,12,12,8
2011-09,Police Service of Northern Ireland,Victoria,18,0,3,22,88,35,3,35,7,5,5
2011-09,Police Service of Northern Ireland,Peninsula,7,0,0,22,49,16,1,9,1,2,2
2011-09,Police Service of Northern Ireland,Strabane,7,0,11,34,61,23,7,10,0,5,4
2011-09,Police Service of Northern Ireland,Ballymena North,3,1,3,27,49,15,7,4,0,3,2
2011-09,Police Service of Northern Ireland,Banbridge,6,0,2,42,62,29,6,8,2,1,3
2011-09,Police Service of Northern Ireland,Limavady Rural,6,0,1,26,20,10,0,18,1,1,4
2011-09,Police Service of Northern Ireland,Newcastle,7,0,2,24,39,13,4,8,1,8,1
2011-09,Police Service of Northern Ireland,Tennent Street,29,6,23,79,248,85,7,27,9,6,5
2011-09,Police Service of Northern Ireland,Comber,3,0,0,17,39,6,0,3,4,3,2
2011-09,Police Service of Northern Ireland,Fermanagh North,5,1,3,16,30,4,2,13,1,1,1
2011-09,Police Service of Northern Ireland,Randalstown,3,0,0,12,22,10,0,8,8,1,2
2011-09,Police Service of Northern Ireland,South Down,17,2,2,27,62,24,2,7,13,4,9
2011-09,Police Service of Northern Ireland,Lisburn City,36,0,7,64,164,24,16,29,12,5,7
2011-09,Police Service of Northern Ireland,Omagh Urban,7,0,9,60,108,36,14,16,10,5,5
2011-09,Police Service of Northern Ireland,Central,11,8,32,113,142,27,92,60,9,11,6
2011-09,Police Service of Northern Ireland,Magherafelt,8,0,2,29,62,23,2,13,1,3,0
2011-09,Police Service of Northern Ireland,Bangor Outer,6,0,5,36,99,25,11,17,7,2,14
