Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-11,North Yorkshire Police,harrogate-town,17,1,21,44,144,22,26,32,11,5,4
2011-11,North Yorkshire Police,richmond-and-catterick,6,1,10,18,146,23,15,19,4,7,5
2011-11,North Yorkshire Police,york-west,57,2,49,54,295,85,23,53,15,11,7
2011-11,North Yorkshire Police,ryedale,13,0,10,23,112,26,3,29,4,5,0
2011-11,North Yorkshire Police,the-dales,12,0,4,7,51,4,2,11,2,1,0
2011-11,North Yorkshire Police,harrogate-outer,20,0,25,18,157,42,17,31,8,2,8
2011-11,North Yorkshire Police,skipton-town,3,0,0,14,63,22,14,12,6,3,2
2011-11,North Yorkshire Police,thirsk-and-easingwold,15,1,8,13,114,18,4,15,2,2,2
2011-11,North Yorkshire Police,craven-rural,14,0,9,10,67,14,2,18,3,1,7
2011-11,North Yorkshire Police,york-city-and-east,30,3,6,69,284,38,56,97,33,19,14
2011-11,North Yorkshire Police,filey-and-eastfield,12,0,7,17,125,22,2,14,0,2,5
2011-11,North Yorkshire Police,northallerton-and-stokesley,15,0,9,22,143,46,5,22,8,8,5
2011-11,North Yorkshire Police,selby-town,20,0,9,28,124,16,8,17,13,6,9
2011-11,North Yorkshire Police,whitby,9,0,7,12,98,12,2,12,2,7,5
2011-11,North Yorkshire Police,knaresborough-and-boroughbridge,18,0,33,12,100,17,7,26,13,1,7
2011-11,North Yorkshire Police,scarborough,23,2,13,69,363,64,46,63,20,19,6
2011-11,North Yorkshire Police,selby-rural,45,1,29,18,188,28,4,33,13,4,4
2011-11,North Yorkshire Police,york-north,99,4,58,48,324,61,39,79,13,12,11
2011-11,North Yorkshire Police,ripon-and-pateley-bridge,17,0,10,17,116,19,2,6,6,3,6
