Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,Staffordshire Police,IC40,4,1,0,5,8,10,0,2,0,1,1
2011-09,Staffordshire Police,FW40,8,0,8,13,20,2,1,7,2,0,15
2011-09,Staffordshire Police,FV20,10,0,2,10,28,7,2,5,1,3,1
2011-09,Staffordshire Police,IE90,8,0,11,11,35,12,6,9,0,3,3
2011-09,Staffordshire Police,IB20,22,0,1,5,19,4,2,6,1,2,3
2011-09,Staffordshire Police,IE60,2,0,2,8,13,10,3,5,1,0,0
2011-09,Staffordshire Police,FR20,3,0,3,4,6,4,1,7,2,1,2
2011-09,Staffordshire Police,FP20,3,0,3,5,18,2,3,16,0,0,1
2011-09,Staffordshire Police,IK90,5,4,3,10,38,17,2,4,1,0,0
2011-09,Staffordshire Police,FX20,4,0,1,0,1,1,0,2,0,0,0
2011-09,Staffordshire Police,IK10,3,0,9,7,15,6,0,4,0,2,2
2011-09,Staffordshire Police,FW30,7,1,16,41,95,53,7,28,3,7,9
2011-09,Staffordshire Police,IC50,5,1,6,10,20,12,0,5,0,0,0
2011-09,Staffordshire Police,FX80,4,0,3,5,38,21,0,4,1,1,2
2011-09,Staffordshire Police,IA10,1,0,0,3,12,5,0,8,0,0,1
2011-09,Staffordshire Police,IA00,5,0,10,31,37,10,5,16,7,1,6
2011-09,Staffordshire Police,IB10,9,0,2,3,11,4,0,7,0,0,1
2011-09,Staffordshire Police,FP70,0,0,2,2,6,2,0,4,1,0,1
2011-09,Staffordshire Police,FR30,3,0,0,1,5,7,0,6,0,0,1
2011-09,Staffordshire Police,IK30,3,1,3,15,22,7,0,3,0,4,0
2011-09,Staffordshire Police,IK20,1,0,4,11,38,28,8,5,2,2,1
2011-09,Staffordshire Police,FX30,4,0,5,5,17,8,2,4,2,1,3
2011-09,Staffordshire Police,FM60,6,0,6,7,4,4,0,5,0,0,0
2011-09,Staffordshire Police,FW20,3,0,7,7,5,7,0,0,0,1,2
2011-09,Staffordshire Police,IB00,3,0,6,13,42,9,4,12,0,5,7
2011-09,Staffordshire Police,FP80,10,0,4,11,5,7,0,10,1,1,3
2011-09,Staffordshire Police,IKC0,1,1,3,1,9,3,7,1,0,1,0
2011-09,Staffordshire Police,FV10,0,0,2,6,12,6,0,1,1,1,1
2011-09,Staffordshire Police,FP00,3,0,0,0,7,4,0,1,0,0,0
2011-09,Staffordshire Police,FM80,3,1,2,0,12,4,0,7,2,0,4
2011-09,Staffordshire Police,FV40,12,0,6,28,49,22,21,37,1,6,2
2011-09,Staffordshire Police,IA40,4,0,0,2,14,5,0,8,3,0,0
2011-09,Staffordshire Police,FR40,2,0,3,8,13,2,0,5,0,0,5
2011-09,Staffordshire Police,FM10,5,0,8,28,50,26,5,10,5,5,8
2011-09,Staffordshire Police,IE00,14,5,3,80,57,25,74,27,16,23,10
2011-09,Staffordshire Police,FX00,16,0,4,10,40,10,4,16,4,0,2
2011-09,Staffordshire Police,IE10,5,1,12,15,38,19,4,7,2,2,2
2011-09,Staffordshire Police,IB70,4,0,3,5,18,12,0,4,0,0,1
2011-09,Staffordshire Police,FP30,7,1,6,29,32,26,24,31,8,7,7
2011-09,Staffordshire Police,IC70,10,0,8,20,39,4,1,18,1,1,4
2011-09,Staffordshire Police,FX60,10,0,2,7,47,14,2,14,4,1,12
2011-09,Staffordshire Police,IKB0,3,1,5,11,16,13,18,13,0,1,3
2011-09,Staffordshire Police,FW10,6,0,5,14,28,10,2,12,2,1,4
2011-09,Staffordshire Police,FP10,26,1,9,39,49,35,6,22,2,4,5
2011-09,Staffordshire Police,FM20,5,0,5,14,36,15,2,13,4,2,1
2011-09,Staffordshire Police,IC80,7,1,7,19,9,10,1,10,2,2,4
2011-09,Staffordshire Police,FV50,10,0,3,16,53,21,7,15,0,3,5
2011-09,Staffordshire Police,FR50,6,0,0,5,19,4,0,10,2,0,2
2011-09,Staffordshire Police,IE70,3,0,8,8,13,12,1,4,2,4,1
2011-09,Staffordshire Police,IK40,2,0,0,6,13,4,1,2,1,3,4
2011-09,Staffordshire Police,FX10,6,0,2,3,15,1,0,3,0,2,0
2011-09,Staffordshire Police,IA20,3,1,8,10,35,17,3,10,5,3,6
2011-09,Staffordshire Police,IB60,11,1,7,38,72,20,12,27,5,11,8
2011-09,Staffordshire Police,FW00,8,1,9,20,21,15,30,31,7,12,12
2011-09,Staffordshire Police,FX70,2,0,2,6,13,9,1,14,0,2,10
2011-09,Staffordshire Police,FR60,4,0,8,5,10,7,1,2,1,1,3
2011-09,Staffordshire Police,FV60,12,2,7,28,41,17,4,14,0,1,6
2011-09,Staffordshire Police,IC00,3,0,4,11,34,7,2,4,1,3,2
2011-09,Staffordshire Police,IKF0,7,1,5,20,43,21,6,9,1,5,4
2011-09,Staffordshire Police,FP60,3,0,2,2,7,3,0,2,0,1,0
2011-09,Staffordshire Police,IK50,1,1,1,12,11,9,2,7,0,0,1
2011-09,Staffordshire Police,FM30,3,0,0,1,7,3,0,3,0,0,5
2011-09,Staffordshire Police,IA50,3,0,1,2,9,7,0,3,0,0,0
2011-09,Staffordshire Police,FX40,11,0,6,7,11,11,0,6,0,0,1
2011-09,Staffordshire Police,FM50,2,0,1,2,7,7,3,4,0,0,4
2011-09,Staffordshire Police,IB50,12,0,4,16,58,17,2,23,2,1,7
2011-09,Staffordshire Police,FR70,2,0,3,5,10,3,3,6,1,1,1
2011-09,Staffordshire Police,IC60,4,3,8,8,25,9,0,7,3,0,2
2011-09,Staffordshire Police,IE30,10,1,1,16,19,10,2,11,1,1,2
2011-09,Staffordshire Police,IC10,3,0,4,12,39,9,1,9,0,0,1
2011-09,Staffordshire Police,IK60,4,0,2,6,5,3,0,2,5,1,0
2011-09,Staffordshire Police,IC90,0,0,2,5,20,6,0,7,1,1,0
2011-09,Staffordshire Police,IKA0,6,0,1,2,11,3,4,3,0,0,0
2011-09,Staffordshire Police,IE40,8,0,4,6,24,9,3,5,1,2,2
2011-09,Staffordshire Police,IE50,4,0,9,13,13,9,13,13,2,3,6
2011-09,Staffordshire Police,FV00,5,0,4,8,31,16,2,7,1,0,5
2011-09,Staffordshire Police,IKE0,3,0,4,14,26,6,0,3,2,0,3
2011-09,Staffordshire Police,IB40,12,1,18,16,56,17,5,14,1,1,5
2011-09,Staffordshire Police,FM40,7,0,4,4,8,5,0,2,0,0,1
2011-09,Staffordshire Police,IC20,4,0,5,12,37,21,20,6,1,3,1
2011-09,Staffordshire Police,FR80,7,0,5,4,5,4,1,3,1,0,1
2011-09,Staffordshire Police,FV70,2,0,1,5,18,5,2,7,0,0,0
2011-09,Staffordshire Police,IK70,1,0,1,4,16,10,1,6,10,1,3
2011-09,Staffordshire Police,FP40,11,1,0,24,42,11,3,8,5,2,2
2011-09,Staffordshire Police,FR00,17,0,12,21,58,16,13,24,4,4,17
2011-09,Staffordshire Police,IA60,7,0,18,4,13,12,0,13,2,0,1
2011-09,Staffordshire Police,ICA0,14,0,4,12,56,33,3,13,3,2,4
2011-09,Staffordshire Police,FM00,10,1,11,35,54,15,28,42,9,12,6
2011-09,Staffordshire Police,FV30,3,0,1,7,10,11,0,6,1,0,5
2011-09,Staffordshire Police,IA30,1,0,2,9,30,8,4,3,0,2,2
2011-09,Staffordshire Police,IC30,11,0,3,13,41,12,0,10,3,1,0
2011-09,Staffordshire Police,IE20,3,1,5,4,15,5,1,4,0,2,1
2011-09,Staffordshire Police,FM70,4,0,11,9,37,4,2,12,0,3,10
2011-09,Staffordshire Police,IE80,2,0,3,5,11,4,0,5,0,0,0
2011-09,Staffordshire Police,IB30,3,0,4,14,34,11,1,9,0,2,2
2011-09,Staffordshire Police,FR10,7,0,5,5,12,5,8,2,1,0,1
2011-09,Staffordshire Police,IK80,1,0,1,1,8,4,6,2,0,0,2
2011-09,Staffordshire Police,FP50,4,0,5,9,9,3,2,7,1,4,6
2011-09,Staffordshire Police,IKD0,2,0,3,7,14,18,0,3,1,1,1
2011-09,Staffordshire Police,IK00,7,1,9,4,16,12,0,12,2,1,1
2011-09,Staffordshire Police,FX50,6,0,2,12,9,4,6,15,3,0,1
