Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-12,Kent Police,216,1,0,2,0,2,3,0,1,0,0,3
2011-12,Kent Police,217,5,0,3,2,12,2,0,6,0,0,0
2011-12,Kent Police,214,1,0,3,4,9,2,2,2,0,0,0
2011-12,Kent Police,215,3,0,1,1,15,4,0,3,0,0,0
2011-12,Kent Police,224,3,0,1,2,4,0,0,2,0,0,1
2011-12,Kent Police,126,1,0,6,8,40,5,4,5,1,1,1
2011-12,Kent Police,210,3,0,3,7,13,4,8,9,1,1,0
2011-12,Kent Police,127,0,0,0,3,9,0,0,1,0,0,0
2011-12,Kent Police,218,1,0,1,2,9,0,0,10,1,0,0
2011-12,Kent Police,219,2,0,0,1,2,1,0,0,1,0,0
2011-12,Kent Police,133,2,0,0,5,12,3,0,2,0,0,0
2011-12,Kent Police,91,3,0,3,1,3,2,2,3,0,0,0
2011-12,Kent Police,131,2,0,0,0,1,0,0,1,0,0,0
2011-12,Kent Police,130,5,0,2,3,6,2,1,4,0,0,0
2011-12,Kent Police,137,3,0,3,1,9,1,2,1,0,0,0
2011-12,Kent Police,136,16,1,4,30,61,8,11,22,2,4,5
2011-12,Kent Police,135,7,0,2,16,41,3,0,9,5,2,3
2011-12,Kent Police,165,8,1,5,3,25,4,0,5,2,3,4
2011-12,Kent Police,139,5,0,1,7,27,8,4,3,0,1,3
2011-12,Kent Police,41,0,0,1,0,0,2,0,1,0,0,1
2011-12,Kent Police,93,0,0,0,1,5,6,0,1,0,0,0
2011-12,Kent Police,149473,0,0,0,0,0,0,0,0,0,0,0
2011-12,Kent Police,25,1,0,2,1,6,7,0,0,0,0,0
2011-12,Kent Police,26,4,0,1,0,1,3,0,2,1,0,0
2011-12,Kent Police,167,1,2,4,5,11,5,0,1,0,0,1
2011-12,Kent Police,20,4,0,4,8,25,5,9,6,1,0,5
2011-12,Kent Police,21,1,0,1,5,18,6,4,1,2,0,1
2011-12,Kent Police,22,5,0,8,4,21,8,0,7,1,0,1
2011-12,Kent Police,23,2,0,5,9,20,10,4,6,1,0,2
2011-12,Kent Police,95,1,0,0,1,6,2,0,3,0,0,0
2011-12,Kent Police,251,2,0,1,9,11,4,3,7,0,3,1
2011-12,Kent Police,28,7,0,8,2,5,1,2,7,0,0,0
2011-12,Kent Police,29,7,0,1,3,11,4,0,6,0,0,1
2011-12,Kent Police,161,4,0,9,9,21,6,4,3,0,0,2
2011-12,Kent Police,289,7,1,9,11,46,9,3,12,6,3,3
2011-12,Kent Police,288,0,0,0,4,7,6,0,3,0,0,0
2011-12,Kent Police,162,3,0,6,16,18,7,8,5,0,0,1
2011-12,Kent Police,281,5,0,0,1,2,4,0,1,0,0,1
2011-12,Kent Police,280,1,0,0,0,3,3,0,2,1,0,0
2011-12,Kent Police,283,3,1,3,34,84,25,26,25,8,7,4
2011-12,Kent Police,96,0,0,0,2,12,1,0,2,0,0,1
2011-12,Kent Police,285,1,0,1,1,15,2,0,7,2,1,2
2011-12,Kent Police,284,5,0,3,10,29,19,6,5,0,1,9
2011-12,Kent Police,68,7,0,4,2,11,7,9,4,0,0,4
2011-12,Kent Police,286,0,0,0,0,1,1,0,0,0,0,0
2011-12,Kent Police,227,2,0,4,1,7,4,0,2,0,0,0
2011-12,Kent Police,10,2,0,6,8,13,6,5,2,1,0,2
2011-12,Kent Police,258,3,0,6,3,14,13,1,3,2,0,3
2011-12,Kent Police,40702,4,0,0,8,13,6,1,0,1,0,0
2011-12,Kent Police,40703,3,0,3,7,13,17,4,2,0,2,3
2011-12,Kent Police,40700,5,0,3,1,7,1,0,3,0,0,0
2011-12,Kent Police,40701,2,0,1,2,23,2,1,4,0,0,1
2011-12,Kent Police,263,1,0,1,0,3,0,0,5,0,0,0
2011-12,Kent Police,262,3,0,3,15,44,11,0,18,0,3,2
2011-12,Kent Police,261,0,0,3,0,4,4,0,4,1,0,1
2011-12,Kent Police,123,2,0,1,0,3,4,0,0,0,1,0
2011-12,Kent Police,267,0,0,2,2,6,4,0,0,0,1,1
2011-12,Kent Police,266,2,0,1,1,12,5,2,2,0,0,1
2011-12,Kent Police,265,4,0,1,3,10,8,5,2,1,0,3
2011-12,Kent Police,264,0,0,2,2,9,0,0,3,0,1,1
2011-12,Kent Police,128,1,0,1,4,8,5,0,1,0,1,0
2011-12,Kent Police,129,0,0,1,2,13,3,2,2,0,1,1
2011-12,Kent Police,269,1,0,3,10,20,7,1,2,0,0,0
2011-12,Kent Police,268,1,0,2,0,5,1,0,0,0,0,1
2011-12,Kent Police,69,6,0,7,8,27,17,0,5,1,2,1
2011-12,Kent Police,22162,6,0,6,3,5,1,0,3,1,0,0
2011-12,Kent Police,59,2,0,6,7,18,8,0,4,3,1,1
2011-12,Kent Police,58,4,0,3,13,29,5,7,2,0,1,1
2011-12,Kent Police,132,2,0,7,3,16,2,2,2,0,1,2
2011-12,Kent Police,55,6,0,3,11,20,5,3,11,1,1,3
2011-12,Kent Police,54,4,0,2,3,14,13,7,4,1,0,1
2011-12,Kent Police,57,12,1,5,50,103,14,41,28,27,9,10
2011-12,Kent Police,56,1,0,1,2,11,4,3,8,1,1,1
