Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-10,Cumbria Constabulary,GARS07,3,0,1,2,23,4,1,4,2,0,1
2011-10,Cumbria Constabulary,GARS06,5,1,4,10,44,12,3,8,5,2,4
2011-10,Cumbria Constabulary,GARS05,3,0,4,12,44,15,2,2,0,0,1
2011-10,Cumbria Constabulary,GARS04,3,0,4,8,58,10,1,4,1,0,1
2011-10,Cumbria Constabulary,GARS03,5,0,1,6,77,15,5,9,0,2,1
2011-10,Cumbria Constabulary,GARS02,3,1,1,10,81,25,2,11,3,2,1
2011-10,Cumbria Constabulary,GARS01,21,0,4,47,216,43,32,38,10,16,6
2011-10,Cumbria Constabulary,GARY01,0,0,1,0,1,12,0,4,0,0,0
2011-10,Cumbria Constabulary,GARS09,0,0,1,7,58,10,7,8,6,1,2
2011-10,Cumbria Constabulary,GARS08,0,0,1,5,8,3,3,2,3,0,0
2011-10,Cumbria Constabulary,GARZ05,0,0,0,2,9,4,0,4,0,1,0
2011-10,Cumbria Constabulary,GARX10,2,1,1,11,78,9,6,6,7,2,4
2011-10,Cumbria Constabulary,GARZ04,2,0,4,8,24,7,0,7,3,0,1
2011-10,Cumbria Constabulary,GARU01,10,0,4,16,82,33,5,9,4,7,3
2011-10,Cumbria Constabulary,GARU03,9,0,10,18,144,34,26,18,21,16,5
2011-10,Cumbria Constabulary,GARU02,8,0,6,19,93,28,0,6,28,4,4
2011-10,Cumbria Constabulary,GARU07,2,0,0,5,24,2,5,6,2,1,0
2011-10,Cumbria Constabulary,GARY08,4,0,11,16,96,17,4,12,11,11,3
2011-10,Cumbria Constabulary,GARU09,2,0,3,3,35,7,0,2,0,0,2
2011-10,Cumbria Constabulary,GARU08,0,0,2,5,49,5,2,7,5,0,1
2011-10,Cumbria Constabulary,GARV02,3,0,2,8,51,11,5,8,2,2,2
2011-10,Cumbria Constabulary,GARV03,8,0,5,12,64,12,3,8,4,1,1
2011-10,Cumbria Constabulary,GARV01,5,0,2,12,59,14,1,6,3,1,1
2011-10,Cumbria Constabulary,GARV04,0,0,2,6,41,13,0,8,2,0,1
2011-10,Cumbria Constabulary,GARV05,8,0,1,14,117,28,9,9,8,6,2
2011-10,Cumbria Constabulary,GARX04,13,0,6,22,88,32,4,8,2,4,0
2011-10,Cumbria Constabulary,GARX05,2,0,3,16,49,11,2,6,2,2,1
2011-10,Cumbria Constabulary,GARX06,6,0,2,6,30,7,0,1,1,5,0
2011-10,Cumbria Constabulary,GARX07,3,0,3,10,47,11,1,9,5,3,0
2011-10,Cumbria Constabulary,GARY09,5,0,2,1,16,7,2,4,3,0,1
2011-10,Cumbria Constabulary,GARX01,3,0,4,2,42,4,2,4,0,0,1
2011-10,Cumbria Constabulary,GARX02,3,0,2,7,24,4,2,3,2,2,1
2011-10,Cumbria Constabulary,GARX03,1,0,2,25,133,15,60,16,8,13,11
2011-10,Cumbria Constabulary,GARY05,1,0,0,3,20,7,0,5,1,0,2
2011-10,Cumbria Constabulary,GARY04,8,0,9,4,13,6,0,4,3,3,2
2011-10,Cumbria Constabulary,GARY07,10,0,1,2,6,3,1,1,2,0,3
2011-10,Cumbria Constabulary,GARY06,7,0,2,6,12,2,0,8,0,1,0
2011-10,Cumbria Constabulary,GARX08,0,0,2,13,56,24,6,5,4,2,4
2011-10,Cumbria Constabulary,GARX09,6,1,6,13,63,19,3,6,5,2,0
2011-10,Cumbria Constabulary,GARY03,9,0,3,0,17,2,0,8,3,1,1
2011-10,Cumbria Constabulary,GARY02,4,0,1,3,20,5,1,6,1,1,1
2011-10,Cumbria Constabulary,GARU10,0,0,0,7,14,2,0,3,0,1,1
2011-10,Cumbria Constabulary,GARU11,1,0,0,2,16,3,0,2,3,1,0
2011-10,Cumbria Constabulary,GARZ02,8,0,0,27,105,39,20,14,7,10,7
2011-10,Cumbria Constabulary,GARZ03,3,0,3,2,8,4,2,2,0,0,1
2011-10,Cumbria Constabulary,GARZ01,3,0,1,8,109,49,9,10,4,2,5
