Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-10,City of London Police,cs,6,1,0,7,30,5,21,58,12,5,6
2011-10,City of London Police,cw,6,2,1,13,32,7,4,47,15,9,2
2011-10,City of London Police,cn,4,1,5,8,68,4,12,60,11,3,8
2011-10,City of London Police,ce,2,1,4,6,20,3,2,26,7,2,3
