Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-10,Avon and Somerset Constabulary,JN310,1,0,0,0,1,0,0,1,0,0,0
2011-10,Avon and Somerset Constabulary,FW004,0,0,2,0,7,1,2,1,0,0,0
2011-10,Avon and Somerset Constabulary,JC205,0,0,2,4,17,2,1,1,0,0,1
2011-10,Avon and Somerset Constabulary,JN312,4,0,1,0,5,0,0,0,0,0,1
2011-10,Avon and Somerset Constabulary,JW110,0,0,1,2,4,2,0,1,0,0,0
2011-10,Avon and Somerset Constabulary,JW112,1,0,1,1,9,2,0,0,1,0,0
2011-10,Avon and Somerset Constabulary,JW109,2,0,4,1,13,4,0,1,1,0,1
2011-10,Avon and Somerset Constabulary,JW108,8,0,9,11,40,17,13,1,2,0,6
2011-10,Avon and Somerset Constabulary,JW107,5,1,6,7,30,7,6,4,1,0,3
2011-10,Avon and Somerset Constabulary,JW106,2,0,7,8,13,6,2,1,1,0,2
2011-10,Avon and Somerset Constabulary,JW105,8,2,6,17,42,9,4,13,4,0,2
2011-10,Avon and Somerset Constabulary,JW104,12,1,2,45,90,33,4,12,5,0,10
2011-10,Avon and Somerset Constabulary,JW103,10,0,8,15,45,17,8,20,2,0,3
2011-10,Avon and Somerset Constabulary,JW102,1,0,4,11,26,6,0,10,2,0,0
2011-10,Avon and Somerset Constabulary,JW101,14,1,16,65,146,23,36,38,8,2,7
2011-10,Avon and Somerset Constabulary,EK117,1,0,1,9,24,5,5,7,1,0,1
2011-10,Avon and Somerset Constabulary,JC209,0,0,0,0,4,0,0,0,0,0,0
2011-10,Avon and Somerset Constabulary,JW113,1,0,0,0,0,0,0,0,0,0,0
2011-10,Avon and Somerset Constabulary,EB114,1,0,4,1,20,0,5,1,1,0,4
2011-10,Avon and Somerset Constabulary,EB115,2,1,0,8,21,5,2,3,1,0,4
2011-10,Avon and Somerset Constabulary,EB116,1,0,0,8,14,2,1,1,0,1,0
2011-10,Avon and Somerset Constabulary,JC203,1,0,1,1,8,2,0,1,0,0,0
2011-10,Avon and Somerset Constabulary,EB110,1,0,2,5,36,5,0,6,2,0,2
2011-10,Avon and Somerset Constabulary,EB111,2,0,2,11,30,16,1,6,2,1,1
2011-10,Avon and Somerset Constabulary,EB112,6,0,4,9,15,2,0,3,6,1,4
2011-10,Avon and Somerset Constabulary,EB113,1,0,2,2,9,2,0,1,0,0,1
2011-10,Avon and Somerset Constabulary,GT024,2,2,1,5,13,4,1,0,0,1,1
2011-10,Avon and Somerset Constabulary,GT025,0,0,0,1,11,3,0,1,0,0,0
2011-10,Avon and Somerset Constabulary,GT026,4,0,0,4,14,4,2,1,0,0,0
2011-10,Avon and Somerset Constabulary,FT004,1,0,0,0,1,0,0,2,0,0,1
2011-10,Avon and Somerset Constabulary,BC198,1,1,6,4,17,2,2,4,0,0,0
2011-10,Avon and Somerset Constabulary,GT021,2,0,1,2,5,0,0,2,1,0,0
2011-10,Avon and Somerset Constabulary,GT022,0,1,2,0,4,0,0,0,1,0,0
2011-10,Avon and Somerset Constabulary,GT023,0,0,1,1,2,1,0,3,0,0,0
2011-10,Avon and Somerset Constabulary,BC194,9,5,7,58,106,18,13,82,12,3,5
2011-10,Avon and Somerset Constabulary,BC195,7,1,15,12,41,5,7,14,0,0,4
2011-10,Avon and Somerset Constabulary,BC196,16,0,8,23,64,11,13,30,5,0,1
2011-10,Avon and Somerset Constabulary,BC197,9,3,14,27,50,4,0,31,4,0,0
2011-10,Avon and Somerset Constabulary,BC190,4,5,2,9,88,4,0,38,3,2,2
2011-10,Avon and Somerset Constabulary,BC191,8,0,7,1,9,1,0,8,0,0,0
2011-10,Avon and Somerset Constabulary,BC192,4,10,4,48,92,6,130,72,12,1,18
2011-10,Avon and Somerset Constabulary,BC193,7,5,7,42,119,10,2,68,11,3,3
2011-10,Avon and Somerset Constabulary,FT001,1,0,1,11,21,3,15,7,0,1,2
2011-10,Avon and Somerset Constabulary,FI004,1,0,0,4,9,0,0,0,0,0,2
2011-10,Avon and Somerset Constabulary,FK001,5,0,2,4,17,6,3,2,0,0,1
2011-10,Avon and Somerset Constabulary,FI001,1,0,1,5,12,0,0,1,0,0,0
2011-10,Avon and Somerset Constabulary,FI002,2,0,0,0,8,3,1,7,1,0,1
