Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-10,Kent Police,216,0,1,1,2,4,3,0,1,3,0,0
2011-10,Kent Police,217,2,1,3,5,5,3,2,6,1,0,0
2011-10,Kent Police,214,2,0,0,0,9,2,2,3,0,0,1
2011-10,Kent Police,215,4,0,3,4,13,4,4,11,1,1,0
2011-10,Kent Police,224,2,0,5,4,5,3,0,3,0,0,0
2011-10,Kent Police,126,3,1,2,21,47,12,14,9,1,1,1
2011-10,Kent Police,210,10,0,9,1,22,7,14,14,3,1,3
2011-10,Kent Police,127,0,0,1,2,31,1,3,2,0,0,0
2011-10,Kent Police,218,0,0,1,4,16,2,0,3,1,0,0
2011-10,Kent Police,219,0,0,1,3,3,0,0,2,0,0,0
2011-10,Kent Police,133,0,0,1,8,25,4,0,0,1,2,1
2011-10,Kent Police,91,0,0,1,3,10,3,3,1,0,2,3
2011-10,Kent Police,131,2,0,0,1,0,0,0,1,0,0,0
2011-10,Kent Police,130,2,0,1,4,12,4,2,2,0,0,1
2011-10,Kent Police,137,2,0,0,1,12,3,0,4,0,0,0
2011-10,Kent Police,136,6,2,4,36,78,23,14,13,16,5,6
2011-10,Kent Police,135,18,0,0,20,57,4,0,5,4,1,3
2011-10,Kent Police,165,11,0,6,3,28,14,2,10,1,0,0
2011-10,Kent Police,139,1,0,1,9,19,3,2,4,0,4,3
2011-10,Kent Police,41,2,0,5,1,5,3,0,7,0,0,0
2011-10,Kent Police,93,1,0,3,1,6,0,0,1,0,0,0
2011-10,Kent Police,149473,0,0,0,0,0,0,0,0,0,0,0
2011-10,Kent Police,25,2,0,3,6,15,6,1,0,0,1,0
2011-10,Kent Police,26,0,0,0,1,2,1,0,6,0,0,0
2011-10,Kent Police,167,0,0,2,2,15,3,0,5,0,1,1
2011-10,Kent Police,20,9,0,2,9,39,8,12,7,1,0,0
2011-10,Kent Police,21,8,0,0,4,64,15,4,5,3,2,3
2011-10,Kent Police,22,2,0,4,4,21,7,1,12,1,1,2
2011-10,Kent Police,23,5,0,1,12,30,5,10,8,0,1,0
2011-10,Kent Police,95,1,0,1,1,3,0,0,2,0,0,2
2011-10,Kent Police,251,5,1,2,4,19,4,2,7,0,0,0
2011-10,Kent Police,28,5,0,8,4,17,2,2,4,2,2,1
2011-10,Kent Police,29,5,0,0,2,12,5,0,5,1,0,0
2011-10,Kent Police,161,7,0,7,6,24,5,5,3,0,0,3
2011-10,Kent Police,289,8,2,3,12,63,14,6,16,6,0,0
2011-10,Kent Police,288,1,0,1,1,8,7,1,3,0,0,0
2011-10,Kent Police,162,8,0,2,7,24,5,3,4,1,0,0
2011-10,Kent Police,281,0,0,1,3,4,2,0,0,0,0,2
2011-10,Kent Police,280,3,0,0,2,9,4,1,1,0,0,1
2011-10,Kent Police,283,7,2,7,33,128,11,25,43,11,6,11
2011-10,Kent Police,96,1,0,1,3,5,5,2,3,0,0,0
2011-10,Kent Police,285,1,0,1,1,12,2,0,1,0,0,0
2011-10,Kent Police,284,7,0,3,16,34,10,6,10,3,0,4
2011-10,Kent Police,68,13,1,1,7,22,7,5,2,3,0,1
2011-10,Kent Police,286,1,0,0,1,5,2,0,0,0,0,0
2011-10,Kent Police,227,3,0,1,1,7,2,0,5,0,0,1
2011-10,Kent Police,10,1,1,6,8,12,6,8,4,3,1,7
2011-10,Kent Police,258,3,0,5,5,16,9,2,9,0,0,1
2011-10,Kent Police,40702,6,0,0,7,18,8,1,4,2,0,1
2011-10,Kent Police,40703,9,0,3,13,19,9,5,4,0,0,1
