Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-10,Essex Police,133,11,0,8,12,86,17,0,4,3,4,1
2011-10,Essex Police,132,17,2,16,10,36,7,0,10,2,4,2
2011-10,Essex Police,131,10,0,11,6,38,6,0,5,0,2,4
2011-10,Essex Police,130,13,1,11,11,66,18,9,17,7,7,2
2011-10,Essex Police,137,17,4,15,19,104,22,8,15,8,7,4
2011-10,Essex Police,136,13,2,8,41,116,30,60,43,7,14,4
2011-10,Essex Police,135,13,0,11,10,31,10,2,9,0,1,8
2011-10,Essex Police,134,10,0,7,10,8,6,0,4,2,0,3
2011-10,Essex Police,139,5,0,8,14,32,8,8,8,1,4,0
2011-10,Essex Police,138,16,1,20,14,71,17,6,9,7,3,0
2011-10,Essex Police,24,8,0,7,12,40,16,4,11,1,1,0
2011-10,Essex Police,25,1,0,8,2,10,2,0,4,0,1,2
2011-10,Essex Police,26,7,0,2,13,53,14,13,7,4,2,5
2011-10,Essex Police,27,0,0,9,6,12,2,0,3,0,2,1
2011-10,Essex Police,20,1,0,1,1,14,4,2,3,0,1,1
2011-10,Essex Police,21,3,1,3,10,41,10,7,11,0,1,2
2011-10,Essex Police,22,3,0,9,13,58,14,4,11,1,6,0
2011-10,Essex Police,23,18,0,19,10,20,14,3,12,2,2,1
2011-10,Essex Police,28,1,0,7,1,8,1,0,2,2,0,0
2011-10,Essex Police,29,2,0,4,4,30,3,0,5,0,1,1
2011-10,Essex Police,4,1,0,3,3,33,6,0,2,1,0,0
2011-10,Essex Police,8,2,0,1,1,15,4,0,4,2,0,0
2011-10,Essex Police,120,8,1,3,7,22,6,9,6,1,3,0
2011-10,Essex Police,121,8,0,9,5,40,28,2,8,2,3,2
2011-10,Essex Police,122,4,0,4,0,15,5,0,1,0,0,1
2011-10,Essex Police,123,10,0,14,17,66,5,11,28,6,7,0
2011-10,Essex Police,124,23,0,18,12,100,21,1,19,2,4,3
2011-10,Essex Police,125,19,0,8,12,35,5,1,12,1,1,1
2011-10,Essex Police,126,10,1,22,26,35,4,13,9,7,3,1
2011-10,Essex Police,127,18,0,4,11,62,9,7,17,3,1,1
2011-10,Essex Police,128,3,0,5,8,25,5,0,8,0,2,0
2011-10,Essex Police,129,9,1,20,24,55,14,4,11,2,7,0
2011-10,Essex Police,59,1,0,2,2,4,2,0,2,0,0,0
2011-10,Essex Police,58,11,0,20,19,60,35,11,14,4,3,5
2011-10,Essex Police,55,0,0,2,2,5,2,0,1,0,0,0
2011-10,Essex Police,54,1,0,0,1,2,0,0,3,0,0,0
