Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-11,Wiltshire Police,DN,28,1,14,19,129,31,22,26,5,3,2
2011-11,Wiltshire Police,DE,27,3,15,22,143,33,4,25,5,5,1
2011-11,Wiltshire Police,DC,25,1,26,22,153,40,16,25,9,7,5
2011-11,Wiltshire Police,DA,24,5,25,20,84,20,19,24,4,2,2
2011-11,Wiltshire Police,DW,28,1,10,15,65,19,3,24,4,0,5
2011-11,Wiltshire Police,DT,25,5,31,49,248,48,73,76,10,13,8
2011-11,Wiltshire Police,DS,11,1,12,13,79,16,2,7,0,2,2
2011-11,Wiltshire Police,EM,22,0,8,22,97,24,5,20,2,1,5
2011-11,Wiltshire Police,EL,4,0,5,13,31,5,1,6,0,1,3
2011-11,Wiltshire Police,EO,8,3,4,11,59,12,6,10,4,3,2
2011-11,Wiltshire Police,EN,28,1,15,9,79,7,4,21,1,3,2
2011-11,Wiltshire Police,EH,17,0,10,3,28,9,8,16,3,0,0
2011-11,Wiltshire Police,ED,13,2,19,20,76,20,7,19,3,0,4
2011-11,Wiltshire Police,EG,10,0,11,8,66,21,6,19,1,1,1
2011-11,Wiltshire Police,EF,11,0,4,1,46,10,3,11,2,0,2
2011-11,Wiltshire Police,EA,6,0,14,4,38,10,1,15,0,0,1
2011-11,Wiltshire Police,EC,18,0,4,5,26,6,0,4,0,1,1
2011-11,Wiltshire Police,EB,2,0,3,0,6,0,1,22,0,0,0
2011-11,Wiltshire Police,EY,12,0,4,3,28,4,2,5,2,2,1
2011-11,Wiltshire Police,EZ,16,0,8,17,109,28,11,22,6,1,3
2011-11,Wiltshire Police,EU,18,0,7,12,30,6,0,17,1,1,1
2011-11,Wiltshire Police,ET,25,4,28,42,231,40,35,46,6,4,5
2011-11,Wiltshire Police,EW,7,1,6,3,31,8,1,8,0,0,0
2011-11,Wiltshire Police,EV,6,0,1,0,10,6,0,2,0,0,2
2011-11,Wiltshire Police,EP,23,2,25,21,140,24,28,34,4,1,15
2011-11,Wiltshire Police,ES,36,1,45,43,236,67,41,60,5,11,8
2011-11,Wiltshire Police,ER,13,0,15,16,86,24,11,15,1,2,3
