Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-11,Police Service of Northern Ireland,Lisburn City,18,3,9,63,142,55,18,34,9,7,14
2011-11,Police Service of Northern Ireland,Coleraine Coastal,5,0,5,33,56,15,1,8,5,1,0
2011-11,Police Service of Northern Ireland,Rural West,11,2,4,15,6,7,1,14,1,2,0
2011-11,Police Service of Northern Ireland,South Armagh,12,2,6,11,31,20,1,17,1,2,3
2011-11,Police Service of Northern Ireland,Dunmurry,18,5,10,41,83,25,0,10,7,8,2
2011-11,Police Service of Northern Ireland,Downpatrick,21,0,3,34,74,28,3,20,4,3,5
2011-11,Police Service of Northern Ireland,Lisburn Rural,12,0,7,32,34,15,0,12,6,1,6
2011-11,Police Service of Northern Ireland,Ballymoney Town,3,0,1,10,22,10,2,7,2,2,1
2011-11,Police Service of Northern Ireland,York Road,51,13,17,74,145,112,15,30,10,6,13
2011-11,Police Service of Northern Ireland,Carryduff,5,0,3,15,19,4,0,3,3,0,1
2011-11,Police Service of Northern Ireland,Whiterock,10,3,11,30,52,29,0,6,2,1,1
2011-11,Police Service of Northern Ireland,Foyle City Centre,12,1,10,76,95,33,26,27,5,6,2
2011-11,Police Service of Northern Ireland,Tennent Street,43,6,34,71,163,90,13,19,8,19,10
2011-11,Police Service of Northern Ireland,Bush,1,0,1,3,19,6,0,2,0,2,0
2011-11,Police Service of Northern Ireland,Larne Lough,7,0,1,2,8,2,0,3,2,0,0
2011-11,Police Service of Northern Ireland,Coleraine Rural,2,0,1,5,5,4,0,3,0,0,3
2011-11,Police Service of Northern Ireland,Laganbank,42,8,44,123,212,79,15,80,14,6,6
2011-11,Police Service of Northern Ireland,Rural East,6,0,4,11,25,10,1,9,0,2,5
2011-11,Police Service of Northern Ireland,Holywood,9,0,6,7,29,13,1,1,1,1,2
2011-11,Police Service of Northern Ireland,Coleraine Town,17,6,5,39,120,35,13,34,12,7,8
2011-11,Police Service of Northern Ireland,Dromore,2,0,1,2,18,3,0,1,1,1,2
2011-11,Police Service of Northern Ireland,Macedon,9,3,4,25,39,8,18,18,3,2,7
2011-11,Police Service of Northern Ireland,Peninsula,13,0,2,20,58,18,1,8,5,1,4
2011-11,Police Service of Northern Ireland,Rathfriland,2,0,2,9,12,7,2,2,1,1,0
2011-11,Police Service of Northern Ireland,Larne Coastal Road,5,0,0,2,20,2,0,3,2,0,0
2011-11,Police Service of Northern Ireland,Newtownards,7,1,2,51,100,29,19,19,8,3,6
2011-11,Police Service of Northern Ireland,Crumlin,4,2,3,19,36,20,0,9,3,1,2
2011-11,Police Service of Northern Ireland,Larne Town,1,2,2,17,10,7,3,7,0,0,3
2011-11,Police Service of Northern Ireland,Castlederg,3,0,3,14,9,13,0,7,1,1,1
2011-11,Police Service of Northern Ireland,Ballyclare,5,4,3,6,54,17,7,6,2,2,4
2011-11,Police Service of Northern Ireland,Newry City,22,2,13,73,75,46,36,23,11,3,10
