Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-12,Leicestershire Constabulary,L51,13,1,13,8,23,20,1,7,1,2,2
2011-12,Leicestershire Constabulary,L52,7,0,14,12,25,11,35,21,5,7,10
2011-12,Leicestershire Constabulary,L79,36,1,19,19,20,22,3,21,2,9,5
2011-12,Leicestershire Constabulary,L18,5,0,6,2,6,3,0,6,2,0,1
2011-12,Leicestershire Constabulary,L19,6,0,5,3,3,3,0,7,0,1,0
2011-12,Leicestershire Constabulary,L14,5,0,4,11,15,8,3,18,1,3,3
2011-12,Leicestershire Constabulary,L15,7,0,7,12,21,15,2,13,0,2,9
2011-12,Leicestershire Constabulary,L16,0,0,0,0,0,0,0,0,0,2,0
2011-12,Leicestershire Constabulary,L17,11,1,3,6,12,10,2,10,2,6,5
2011-12,Leicestershire Constabulary,L10,9,2,8,17,27,26,2,13,3,3,2
2011-12,Leicestershire Constabulary,L11,18,1,14,12,17,12,0,13,1,0,11
2011-12,Leicestershire Constabulary,L12,12,1,13,12,8,13,9,15,1,1,2
2011-12,Leicestershire Constabulary,L13,19,3,29,28,43,24,1,17,6,4,4
2011-12,Leicestershire Constabulary,C19,10,0,3,9,13,6,1,9,0,3,0
2011-12,Leicestershire Constabulary,C18,12,2,5,13,24,12,1,8,2,1,4
2011-12,Leicestershire Constabulary,C13,9,2,4,15,43,13,2,10,5,3,0
2011-12,Leicestershire Constabulary,C12,7,3,5,20,44,18,8,17,10,2,4
2011-12,Leicestershire Constabulary,C11,12,1,7,15,21,2,2,10,2,1,6
2011-12,Leicestershire Constabulary,C10,11,1,7,12,15,6,3,12,7,1,0
2011-12,Leicestershire Constabulary,C17,23,2,13,6,13,9,2,5,1,2,1
2011-12,Leicestershire Constabulary,C16,14,1,20,22,42,19,7,12,13,5,2
2011-12,Leicestershire Constabulary,C15,14,6,13,24,49,11,2,16,6,2,2
2011-12,Leicestershire Constabulary,C14,9,1,4,9,14,6,4,3,1,2,5
2011-12,Leicestershire Constabulary,L66,8,0,7,12,26,4,3,15,2,1,3
2011-12,Leicestershire Constabulary,L21,4,0,5,2,6,5,0,4,2,0,0
2011-12,Leicestershire Constabulary,L20,7,0,3,2,3,3,1,1,0,0,1
2011-12,Leicestershire Constabulary,L23,1,0,3,7,9,9,3,4,2,0,1
2011-12,Leicestershire Constabulary,L22,11,0,4,14,14,11,10,12,2,5,0
2011-12,Leicestershire Constabulary,L25,17,1,5,1,4,4,0,8,1,0,0
2011-12,Leicestershire Constabulary,L24,0,0,0,10,16,9,0,1,2,1,3
2011-12,Leicestershire Constabulary,L59,10,0,3,6,9,3,8,6,2,1,6
