Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,Humberside Police,56,11,0,4,19,28,14,4,10,2,2,1
2011-09,Humberside Police,77,16,0,5,15,25,22,2,18,2,2,2
2011-09,Humberside Police,54,13,0,14,10,33,19,6,12,3,2,5
2011-09,Humberside Police,42,7,0,3,4,11,2,2,7,0,1,0
2011-09,Humberside Police,48,36,9,20,123,152,60,111,116,42,56,21
2011-09,Humberside Police,43,9,0,5,4,7,9,0,7,2,0,1
2011-09,Humberside Police,60,5,0,0,10,8,2,15,10,2,6,4
2011-09,Humberside Police,61,12,0,7,5,10,7,4,3,1,0,0
2011-09,Humberside Police,62,13,0,12,8,28,10,2,13,3,1,3
2011-09,Humberside Police,63,21,0,9,17,55,26,2,11,5,6,7
2011-09,Humberside Police,64,9,0,0,12,16,5,2,8,2,0,2
2011-09,Humberside Police,49,36,9,20,123,152,60,111,116,42,56,21
2011-09,Humberside Police,66,14,3,6,16,40,27,7,11,5,1,0
2011-09,Humberside Police,67,8,1,13,13,24,10,2,21,3,4,0
2011-09,Humberside Police,68,5,0,3,1,7,1,0,13,0,2,0
2011-09,Humberside Police,69,16,2,15,12,29,8,4,17,8,4,3
2011-09,Humberside Police,80,14,1,4,11,29,12,27,13,2,2,4
2011-09,Humberside Police,52,28,0,2,18,41,17,4,11,1,4,0
2011-09,Humberside Police,53,10,0,4,8,28,8,0,13,6,5,2
2011-09,Humberside Police,24,9,1,1,15,54,18,6,10,5,11,5
2011-09,Humberside Police,25,1,0,5,17,32,20,12,13,2,9,2
2011-09,Humberside Police,26,6,0,4,12,38,14,1,12,7,2,3
2011-09,Humberside Police,27,5,0,0,4,17,11,2,4,1,1,2
2011-09,Humberside Police,20,14,2,6,11,17,6,0,11,2,0,3
2011-09,Humberside Police,21,4,0,1,2,7,4,0,7,0,0,1
2011-09,Humberside Police,22,5,0,1,12,40,5,1,10,3,3,3
2011-09,Humberside Police,23,4,0,4,5,21,11,1,8,1,2,2
2011-09,Humberside Police,46,16,1,8,28,31,19,24,22,9,7,7
2011-09,Humberside Police,47,12,2,5,26,31,17,4,18,5,11,5
2011-09,Humberside Police,44,9,0,3,18,43,24,6,12,4,1,2
2011-09,Humberside Police,45,8,0,4,11,24,17,1,14,9,4,4
2011-09,Humberside Police,28,15,3,2,50,73,23,37,33,20,24,9
2011-09,Humberside Police,29,5,0,4,8,5,6,1,7,8,4,2
2011-09,Humberside Police,40,6,1,1,14,25,14,8,6,0,5,1
2011-09,Humberside Police,41,12,1,5,29,39,17,11,19,5,14,4
2011-09,Humberside Police,1,11,1,7,6,30,20,1,17,7,1,3
2011-09,Humberside Police,82,6,1,4,4,10,3,7,11,0,0,4
2011-09,Humberside Police,2,17,2,8,34,37,50,67,36,4,15,6
2011-09,Humberside Police,5,8,0,11,3,10,2,6,4,1,0,3
2011-09,Humberside Police,4,10,0,1,3,11,2,0,5,0,2,0
2011-09,Humberside Police,7,33,4,8,33,71,30,31,43,10,6,10
2011-09,Humberside Police,6,36,3,12,33,85,41,10,16,3,8,5
2011-09,Humberside Police,9,18,1,13,4,12,3,1,5,0,0,3
2011-09,Humberside Police,8,17,0,4,11,55,13,18,20,3,1,5
2011-09,Humberside Police,78,33,6,14,29,74,38,19,41,5,14,7
2011-09,Humberside Police,51,19,3,5,14,32,21,2,13,3,0,1
2011-09,Humberside Police,83,7,0,9,13,28,8,1,15,1,2,4
2011-09,Humberside Police,81,6,0,1,5,14,6,1,5,0,2,1
2011-09,Humberside Police,39,11,0,0,6,8,3,1,5,1,1,4
2011-09,Humberside Police,65,11,0,2,12,32,5,4,9,3,1,1
2011-09,Humberside Police,76,15,0,11,4,10,3,5,9,1,2,0
2011-09,Humberside Police,75,18,0,2,14,17,9,7,10,1,2,4
2011-09,Humberside Police,38,6,0,0,7,26,5,2,5,1,1,2
2011-09,Humberside Police,73,9,0,4,17,50,24,5,11,2,4,1
2011-09,Humberside Police,72,2,0,1,3,9,5,1,4,0,0,2
2011-09,Humberside Police,71,3,0,1,1,2,1,2,2,1,0,1
2011-09,Humberside Police,70,5,0,1,5,16,1,1,5,0,1,2
2011-09,Humberside Police,59,16,1,9,10,23,24,10,10,5,5,5
2011-09,Humberside Police,79,16,0,9,17,28,36,4,18,9,6,7
2011-09,Humberside Police,58,17,0,1,14,30,14,0,18,1,6,1
2011-09,Humberside Police,11,19,0,3,6,32,6,1,10,0,2,2
2011-09,Humberside Police,10,21,0,6,24,68,20,7,15,1,3,6
2011-09,Humberside Police,13,15,0,8,10,36,21,2,19,3,1,1
2011-09,Humberside Police,12,15,0,4,15,40,10,5,20,2,2,2
2011-09,Humberside Police,15,14,0,5,3,20,4,1,12,2,0,1
2011-09,Humberside Police,14,12,0,3,0,17,3,0,9,1,0,0
2011-09,Humberside Police,17,16,0,7,9,30,21,3,13,1,1,2
2011-09,Humberside Police,16,2,0,2,3,10,2,0,5,0,0,1
