Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-12,Northamptonshire Police,SCT112,8,0,7,18,25,6,7,15,2,4,2
2011-12,Northamptonshire Police,SCT141,18,2,13,49,100,38,6,20,13,8,10
2011-12,Northamptonshire Police,SCT164,56,9,57,85,253,70,14,63,8,10,23
2011-12,Northamptonshire Police,SCT152,7,0,9,25,40,7,3,13,1,1,8
2011-12,Northamptonshire Police,SCT165,43,5,38,57,231,72,20,37,7,9,21
2011-12,Northamptonshire Police,SCT151,24,0,23,37,91,19,6,32,3,1,22
2011-12,Northamptonshire Police,SCT101,10,0,30,6,20,13,0,13,0,1,1
2011-12,Northamptonshire Police,SCT103,9,2,17,21,58,22,0,22,3,3,15
2011-12,Northamptonshire Police,SCT102,15,3,26,22,109,31,7,17,7,2,11
2011-12,Northamptonshire Police,SCT163,42,7,45,73,248,54,44,49,11,8,14
2011-12,Northamptonshire Police,SCT162,47,9,20,117,259,51,47,107,33,32,19
2011-12,Northamptonshire Police,SCT111,54,4,19,103,185,81,55,43,9,8,24
2011-12,Northamptonshire Police,SCT122,12,0,15,35,108,28,5,23,4,2,6
2011-12,Northamptonshire Police,SCT121,26,9,30,107,219,73,39,67,18,23,21
2011-12,Northamptonshire Police,SCT142,19,0,22,31,70,25,2,30,8,1,15
2011-12,Northamptonshire Police,SCT131,42,8,31,74,202,76,33,47,16,18,15
2011-12,Northamptonshire Police,SCT132,11,0,6,7,33,16,5,13,1,0,4
