Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-09,Avon and Somerset Constabulary,JN310,0,0,0,0,2,0,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,FW004,0,0,0,0,3,0,1,2,0,0,1
2011-09,Avon and Somerset Constabulary,JC205,3,0,2,4,8,3,1,2,0,0,1
2011-09,Avon and Somerset Constabulary,JN312,1,0,1,1,5,1,2,3,0,0,1
2011-09,Avon and Somerset Constabulary,JW110,1,0,3,0,3,2,0,2,0,0,0
2011-09,Avon and Somerset Constabulary,JW112,1,0,1,2,4,0,0,4,0,0,0
2011-09,Avon and Somerset Constabulary,JW109,1,0,2,4,5,1,0,5,0,0,0
2011-09,Avon and Somerset Constabulary,JW108,5,0,9,9,30,15,4,7,1,0,3
2011-09,Avon and Somerset Constabulary,JW107,1,0,3,8,22,4,4,5,1,0,2
2011-09,Avon and Somerset Constabulary,JW106,4,0,2,16,21,4,0,1,0,0,1
2011-09,Avon and Somerset Constabulary,JW105,8,0,2,13,42,5,1,12,4,0,6
2011-09,Avon and Somerset Constabulary,JW104,10,0,6,36,95,21,3,13,5,0,2
2011-09,Avon and Somerset Constabulary,JW103,13,0,4,21,41,18,7,18,3,0,4
2011-09,Avon and Somerset Constabulary,JW102,3,1,1,13,30,11,0,8,2,2,1
2011-09,Avon and Somerset Constabulary,JW101,13,0,9,53,116,19,19,33,10,1,5
2011-09,Avon and Somerset Constabulary,EK117,4,0,1,14,25,14,3,5,1,0,3
2011-09,Avon and Somerset Constabulary,JC209,0,0,1,0,2,0,0,1,0,0,0
2011-09,Avon and Somerset Constabulary,JW113,2,0,0,0,3,0,0,2,0,0,0
2011-09,Avon and Somerset Constabulary,EB114,0,0,1,7,14,4,3,3,2,0,3
2011-09,Avon and Somerset Constabulary,EB115,1,0,0,8,15,6,9,3,2,0,7
2011-09,Avon and Somerset Constabulary,EB116,2,1,0,4,12,1,1,4,2,0,1
2011-09,Avon and Somerset Constabulary,JC203,2,2,0,5,10,2,1,1,0,0,1
2011-09,Avon and Somerset Constabulary,EB110,2,0,0,6,26,12,0,4,4,0,1
2011-09,Avon and Somerset Constabulary,EB111,5,1,1,16,24,13,0,7,2,0,2
2011-09,Avon and Somerset Constabulary,EB112,0,0,3,3,10,3,1,9,1,1,2
2011-09,Avon and Somerset Constabulary,EB113,3,0,1,6,8,1,0,4,0,0,0
2011-09,Avon and Somerset Constabulary,GT024,0,0,1,2,12,1,2,4,0,0,1
2011-09,Avon and Somerset Constabulary,GT025,2,0,0,10,9,3,0,2,1,0,0
2011-09,Avon and Somerset Constabulary,GT026,3,0,1,7,17,6,0,2,3,0,3
2011-09,Avon and Somerset Constabulary,FT004,5,0,1,3,3,2,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,BC198,4,0,7,4,14,5,2,7,1,0,0
2011-09,Avon and Somerset Constabulary,GT021,1,0,2,1,1,1,0,3,0,1,0
2011-09,Avon and Somerset Constabulary,GT022,4,0,1,0,1,0,0,1,0,0,0
2011-09,Avon and Somerset Constabulary,GT023,4,0,0,0,1,0,0,1,0,0,2
2011-09,Avon and Somerset Constabulary,BC194,3,4,4,36,116,9,8,49,4,2,3
2011-09,Avon and Somerset Constabulary,BC195,9,2,14,8,33,13,8,19,1,0,3
2011-09,Avon and Somerset Constabulary,BC196,13,2,11,4,33,14,12,14,2,0,1
2011-09,Avon and Somerset Constabulary,BC197,1,0,3,14,54,5,1,32,6,0,1
2011-09,Avon and Somerset Constabulary,BC190,4,4,9,27,93,12,4,26,5,1,2
2011-09,Avon and Somerset Constabulary,BC191,8,1,3,5,3,4,2,9,0,0,0
2011-09,Avon and Somerset Constabulary,BC192,10,1,1,59,110,11,138,75,9,1,9
2011-09,Avon and Somerset Constabulary,BC193,12,1,6,34,85,7,11,45,4,2,6
2011-09,Avon and Somerset Constabulary,FT001,2,0,1,4,29,8,9,6,2,1,2
2011-09,Avon and Somerset Constabulary,FI004,2,0,2,1,6,5,1,4,0,0,0
2011-09,Avon and Somerset Constabulary,FK001,2,0,8,5,21,3,8,5,0,0,1
2011-09,Avon and Somerset Constabulary,FI001,2,0,1,2,6,2,0,0,1,0,0
2011-09,Avon and Somerset Constabulary,FI002,1,0,1,3,11,5,0,2,0,0,1
2011-09,Avon and Somerset Constabulary,FI003,3,0,1,0,2,1,0,2,1,0,0
2011-09,Avon and Somerset Constabulary,FW002,1,0,0,0,5,2,1,2,0,0,0
2011-09,Avon and Somerset Constabulary,FW003,3,0,1,9,38,3,0,6,1,0,0
2011-09,Avon and Somerset Constabulary,FW001,1,0,2,6,20,7,8,3,0,0,1
2011-09,Avon and Somerset Constabulary,FW006,0,0,0,1,2,1,0,3,0,0,0
2011-09,Avon and Somerset Constabulary,FW007,3,0,0,1,0,4,0,1,1,0,0
2011-09,Avon and Somerset Constabulary,FC008,0,0,0,1,3,0,0,1,0,0,0
2011-09,Avon and Somerset Constabulary,FW005,0,0,0,0,2,2,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,FC006,5,0,1,1,7,0,0,3,0,0,3
2011-09,Avon and Somerset Constabulary,FC007,1,0,0,0,1,1,0,3,0,0,1
2011-09,Avon and Somerset Constabulary,FC004,3,0,0,0,10,0,1,1,0,0,1
2011-09,Avon and Somerset Constabulary,FC005,3,0,3,6,17,2,2,2,0,0,1
2011-09,Avon and Somerset Constabulary,FC002,2,0,1,3,11,1,1,0,0,0,0
2011-09,Avon and Somerset Constabulary,FC003,3,0,1,8,13,3,5,3,0,0,0
2011-09,Avon and Somerset Constabulary,JW116,0,0,0,0,0,0,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,FC001,0,0,3,3,3,2,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,JC204,0,0,0,2,18,1,3,8,0,0,1
2011-09,Avon and Somerset Constabulary,JW117,0,0,0,1,0,0,0,1,0,0,0
2011-09,Avon and Somerset Constabulary,GB008,7,0,6,5,15,10,1,3,1,0,3
2011-09,Avon and Somerset Constabulary,GU009,6,0,3,6,26,11,4,9,3,0,1
2011-09,Avon and Somerset Constabulary,JW111,2,0,0,0,1,0,0,1,2,0,1
2011-09,Avon and Somerset Constabulary,GB001,1,0,4,13,11,5,6,5,5,0,2
2011-09,Avon and Somerset Constabulary,BS134,7,0,9,19,63,9,20,5,2,0,8
2011-09,Avon and Somerset Constabulary,BS135,13,0,13,11,42,6,7,12,2,0,2
2011-09,Avon and Somerset Constabulary,BS132,16,0,7,19,54,6,5,7,2,0,4
2011-09,Avon and Somerset Constabulary,BS133,8,1,2,20,47,5,8,3,0,0,1
2011-09,Avon and Somerset Constabulary,GB006,6,1,2,36,71,7,18,18,4,0,3
2011-09,Avon and Somerset Constabulary,GB007,3,0,0,7,11,1,0,6,0,0,0
2011-09,Avon and Somerset Constabulary,GB011,0,0,4,7,21,2,0,3,1,0,1
2011-09,Avon and Somerset Constabulary,JN308,2,0,0,2,5,1,0,1,0,0,1
2011-09,Avon and Somerset Constabulary,JN309,0,0,0,0,0,0,0,1,0,0,0
2011-09,Avon and Somerset Constabulary,JP213,2,0,0,6,10,9,8,4,1,0,1
2011-09,Avon and Somerset Constabulary,GU005,3,0,6,12,26,3,1,5,0,0,1
2011-09,Avon and Somerset Constabulary,BC173,8,0,22,9,26,5,4,12,2,0,3
2011-09,Avon and Somerset Constabulary,GU007,5,0,1,2,13,5,5,3,0,0,6
2011-09,Avon and Somerset Constabulary,GU006,1,0,1,13,25,3,6,13,0,0,2
2011-09,Avon and Somerset Constabulary,GU001,4,0,2,4,15,2,0,6,4,0,0
2011-09,Avon and Somerset Constabulary,BC174,13,1,11,11,34,9,25,15,2,0,0
2011-09,Avon and Somerset Constabulary,BC175,13,1,6,7,37,11,3,14,3,0,9
2011-09,Avon and Somerset Constabulary,DF144,14,0,3,19,46,15,3,18,4,0,5
2011-09,Avon and Somerset Constabulary,DF145,0,1,3,5,21,4,2,1,3,0,4
2011-09,Avon and Somerset Constabulary,DF142,13,1,12,25,56,13,39,20,1,0,16
2011-09,Avon and Somerset Constabulary,DF143,8,0,5,20,68,10,8,19,2,0,4
2011-09,Avon and Somerset Constabulary,DF140,6,0,4,21,44,20,13,18,2,0,3
2011-09,Avon and Somerset Constabulary,DF141,9,0,4,8,33,11,9,15,2,0,7
2011-09,Avon and Somerset Constabulary,JN305,3,0,1,2,9,3,2,4,0,0,1
2011-09,Avon and Somerset Constabulary,DS101,25,6,9,16,79,21,8,19,3,2,9
2011-09,Avon and Somerset Constabulary,DS103,33,0,5,39,121,33,22,15,26,2,5
2011-09,Avon and Somerset Constabulary,DS102,15,3,13,14,56,15,9,18,8,0,3
2011-09,Avon and Somerset Constabulary,DS105,12,2,6,15,60,10,1,6,1,0,1
2011-09,Avon and Somerset Constabulary,DS104,6,0,8,13,46,11,26,5,0,0,4
2011-09,Avon and Somerset Constabulary,GU002,0,0,0,1,4,0,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,DS106,6,0,3,6,16,3,1,10,0,0,1
2011-09,Avon and Somerset Constabulary,BU152,7,0,1,17,13,4,5,2,1,1,2
2011-09,Avon and Somerset Constabulary,BU153,9,1,4,27,59,8,3,12,6,1,1
2011-09,Avon and Somerset Constabulary,FT005,1,0,1,0,5,3,0,2,2,0,0
2011-09,Avon and Somerset Constabulary,BU151,8,2,6,21,57,8,8,13,3,0,4
2011-09,Avon and Somerset Constabulary,FT003,0,0,0,0,5,0,0,0,0,0,0
2011-09,Avon and Somerset Constabulary,FT002,2,0,1,8,18,0,0,3,0,0,0
2011-09,Avon and Somerset Constabulary,BU154,19,1,12,23,68,24,6,12,3,1,10
2011-09,Avon and Somerset Constabulary,BU155,4,0,4,5,14,4,3,4,0,0,1
2011-09,Avon and Somerset Constabulary,FE001,2,0,3,5,13,6,4,3,1,0,1
2011-09,Avon and Somerset Constabulary,FE002,2,0,2,8,14,7,0,1,0,0,2
2011-09,Avon and Somerset Constabulary,FE003,1,0,1,1,2,5,1,2,0,0,0
2011-09,Avon and Somerset Constabulary,JC208,1,0,4,0,18,2,0,1,0,0,0
2011-09,Avon and Somerset Constabulary,GT020,1,0,2,1,6,0,10,7,0,0,4
2011-09,Avon and Somerset Constabulary,BI109,3,0,4,7,27,2,0,9,0,0,1
2011-09,Avon and Somerset Constabulary,BI108,15,1,7,40,94,23,5,8,2,1,7
2011-09,Avon and Somerset Constabulary,FR006,1,0,1,5,3,5,0,2,0,0,1
2011-09,Avon and Somerset Constabulary,FR001,3,0,0,4,8,1,1,4,1,0,2
2011-09,Avon and Somerset Constabulary,JN318,2,0,2,0,3,1,1,1,1,0,0
2011-09,Avon and Somerset Constabulary,FR003,2,0,1,15,39,7,5,5,5,0,1
