Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-10,Cambridgeshire Constabulary,214,25,2,17,8,48,11,1,15,5,0,0
2011-10,Cambridgeshire Constabulary,215,11,1,6,11,42,15,7,21,1,1,2
2011-10,Cambridgeshire Constabulary,212,21,1,17,18,99,29,3,24,8,4,13
2011-10,Cambridgeshire Constabulary,213,10,1,9,14,39,7,0,15,2,0,4
2011-10,Cambridgeshire Constabulary,211,16,0,10,14,75,27,2,18,1,3,1
2011-10,Cambridgeshire Constabulary,312,33,2,16,35,165,64,15,29,9,11,6
2011-10,Cambridgeshire Constabulary,311,14,1,16,20,84,25,10,35,3,0,5
2011-10,Cambridgeshire Constabulary,322,26,5,24,33,197,28,1,21,5,7,7
2011-10,Cambridgeshire Constabulary,323,12,0,21,13,72,17,10,19,9,6,5
2011-10,Cambridgeshire Constabulary,324,4,1,6,33,88,25,63,56,7,32,11
2011-10,Cambridgeshire Constabulary,451,24,0,18,26,117,32,9,27,6,11,9
2011-10,Cambridgeshire Constabulary,421,24,2,15,35,130,31,32,48,25,14,9
2011-10,Cambridgeshire Constabulary,422,6,0,6,15,63,19,0,9,4,4,0
2011-10,Cambridgeshire Constabulary,452,6,0,4,4,35,14,12,5,1,0,1
2011-10,Cambridgeshire Constabulary,201,19,1,11,39,148,27,9,48,9,8,9
2011-10,Cambridgeshire Constabulary,203,17,3,16,42,189,29,30,105,10,8,6
2011-10,Cambridgeshire Constabulary,202,10,1,7,33,131,10,71,229,22,16,16
2011-10,Cambridgeshire Constabulary,204,6,0,8,13,77,15,3,43,5,4,1
2011-10,Cambridgeshire Constabulary,443,15,0,13,11,66,12,1,23,4,0,6
2011-10,Cambridgeshire Constabulary,301,34,1,20,36,210,41,11,40,9,5,9
2011-10,Cambridgeshire Constabulary,441,8,1,10,10,84,13,6,40,7,1,8
2011-10,Cambridgeshire Constabulary,325,15,3,10,20,90,25,4,11,6,5,5
2011-10,Cambridgeshire Constabulary,442,19,2,8,23,81,33,10,36,9,3,3
2011-10,Cambridgeshire Constabulary,222,13,1,25,14,52,17,4,14,7,3,1
2011-10,Cambridgeshire Constabulary,221,28,0,41,18,133,48,16,36,17,6,4
2011-10,Cambridgeshire Constabulary,302,21,1,15,27,171,33,9,32,6,3,12
2011-10,Cambridgeshire Constabulary,411,8,2,11,32,81,28,11,22,6,4,6
2011-10,Cambridgeshire Constabulary,412,7,1,6,3,69,16,1,5,2,2,3
2011-10,Cambridgeshire Constabulary,413,5,0,7,12,50,8,3,7,0,2,2
2011-10,Cambridgeshire Constabulary,432,13,0,8,12,67,21,3,7,2,4,2
2011-10,Cambridgeshire Constabulary,431,31,0,18,11,106,22,13,30,1,4,5
